1,1.5207,30.24
2,2.0826,156.01
3,3.4212,23.175
4,5.3198,18.456
5,5.0778,163.86
6,6.3641,58.744
7,6.331,70.861
8,6.6413,80.318
9,6.9304,92.747
10,6.7078,102.74
11,6.6405,114.67
12,7.1909,126.58
13,6.7667,136.37
14,7.594,153.57
15,7.9075,39.083
16,8.4817,48.539
17,8.2289,169.9
18,9.0545,7.6626
19,8.529,13.021
20,8.726,146.58
21,9.1758,162.17
22,9.4064,178.52
23,10.482,28.573
24,11.504,157.6
25,12.199,20.566
26,11.493,169.63
27,13.014,165.78
28,14.72,12.56
29,14.604,53
30,15.477,173.49
31,16.017,59.184
32,16.369,114.04
33,15.924,135.82
34,16.628,68.145
35,16.588,80.487
36,16.596,92.469
37,16.644,104.97
38,16.48,126.54
39,17.969,155.99
40,18.113,178.52
41,18.673,37.01
42,18.9,46.019
43,19.357,148.95
44,19.438,5.1204
45,19.886,171.26
46,20.957,25.959
47,21.125,166.93
48,21.574,177.72
49,22.547,17.758
50,23.605,155.24
51,23.983,5.3896
52,24.888,9.3413
53,25.386,114.7
54,25.683,81.624
55,25.49,91.508
56,25.499,105.59
57,26.123,127.6
58,27.38,59.4
59,27.276,67.464
60,27.377,137.45
61,28.005,37.758
62,27.484,45.481
63,27.474,149.52
64,28.303,158.07
65,29.593,25.597
66,29.786,18.829
67,29.869,173.72
68,30.641,167.99
69,32.885,8.5877
70,33.464,15.499
71,33.41,177.3
72,35.745,172.8
73,39.31,158.18
74,39.798,149.74
75,40.518,168.47
76,40,176.13
77,41.704,3.2098
78,42.359,8.7278
79,41.686,25.2
80,42.891,16.096
81,49.468,151.32
82,50.045,168.05
83,49.539,175.48
84,51.415,23.802
85,50.633,160.79
86,51.498,9.0511
87,52.411,16.783
88,54.437,5.471
89,62.398,17.259
90,63.437,151.57
91,62.971,160.61
92,62.941,170.89
93,64.018,23.444
94,65.004,5.9368
95,72.214,150.57
96,72.094,160.51
97,73.506,23.609
98,72.509,170.91
99,74.369,6.1667
100,74.247,140.7
101,74.493,16.852
102,83.369,140.63
103,83.803,6.0045
104,84.387,150.51
105,84.627,160.4
106,84.705,169.48
107,86.542,16.833
108,87.39,24.886
109,93.92,160.98
110,95.395,151.46
111,94.776,168.43
112,95.423,175.75
113,96.165,2.0391
114,96.361,16.703
115,95.452,25.5
116,96.805,8.9077
117,104,7.1695
118,104.02,169.06
119,104.26,176.21
120,106.26,17.037
121,107.1,158.19
122,107.69,11.213
123,108.36,25.466
124,107.5,150.5
125,109.59,59.539
126,109.59,115.49
127,109.51,129.5
128,109.48,137.43
129,109.42,37.457
130,109.5,46.583
131,109.61,69.412
132,109.92,82.88
133,109.68,91.535
134,109.42,105.44
135,111.46,177.1
136,112.96,30.078
137,113.42,169.37
138,113.58,9.4789
139,114.8,5.1255
140,115.35,173.65
141,116.18,18.151
142,115.95,85.408
143,116.4,158.44
144,117.27,165.41
145,117.59,12.15
146,117.75,129.27
147,118.32,138.33
148,119.05,29.042
149,119.09,38.946
150,119.06,147.88
151,120.14,48.622
152,120.15,58.702
153,120.47,70.444
154,120.39,92.05
155,120.71,83.042
156,120.54,104.52
157,120.57,116.13
158,121.25,176.27
159,122.85,6.7634
160,124.19,12.26
161,124.2,166.98
162,123.74,171.45
163,125,97
164,126.5,27.328
165,126.49,20.758
166,126.48,149.43
167,127.29,155.98
168,128.33,38.29
169,128.05,138.95
170,128.91,172.39
171,129.74,30.561
172,130.14,48.904
173,130.36,70.505
174,130.35,82.511
175,130.31,93.653
176,130.47,104.35
177,131.03,60.955
178,130.5,116.59
179,131.25,125.67
180,131.63,13.642
181,131.72,165.41
182,132.29,169.13
183,133.3,6.5317
184,133.77,9.0509
185,134.44,21.977
186,133.68,157.51
187,135.14,17.467
188,136.28,30.415
189,135.58,161.82
190,136.59,146.9
191,138.07,49.399
192,138.08,127.18
193,137.7,153.83
194,138.23,173.5
195,138.81,15.793
196,138.46,55.101
